figure	panel	plotted_metric	source_file	plotted_value
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	M_RIGI_typeI_IFN|Discovery=0.009484395079192064;LayerA=0.0005229565444136441
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	M_RIGI_typeI_IFN|Discovery=0.012591867084111431;LayerA=0.010318766280483197
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	M_RIGI_typeI_IFN|Discovery=-0.005182459644043051;LayerA=0.0007524022434235243
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	M_RIGI_typeI_IFN|Discovery=-0.013595437432878095;LayerA=-0.0006879618431601221
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	M_RIGI_typeI_IFN|Discovery=-0.008325189392695753;LayerA=-0.005914546847994317
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	M_autophagy_lysosome|Discovery=0.0075635953746057815;LayerA=0.0065825717593594015
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	M_autophagy_lysosome|Discovery=0.0012136622401873625;LayerA=0.002754868201820713
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	M_autophagy_lysosome|Discovery=-0.00429947625999579;LayerA=-0.007347833185762517
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	M_autophagy_lysosome|Discovery=-0.003009919603893969;LayerA=-0.004229223988188449
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	M_autophagy_lysosome|Discovery=-0.006123869319359526;LayerA=0.002549611831083941
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	C5_UP|Discovery=0.004817091168581644;LayerA=0.00422785777188468
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	C5_UP|Discovery=-0.0007691676444350321;LayerA=-0.0013807429696581371
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	C5_UP|Discovery=0.0025291191786824727;LayerA=-0.0028911138419280835
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	C5_UP|Discovery=0.0011299818273814563;LayerA=0.00018150232351197483
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	C5_UP|Discovery=-0.004662867655720615;LayerA=0.001346099928455055
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	C5_STABLE_UP|Discovery=0.004481078492543323;LayerA=0.004674403647329395
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	C5_STABLE_UP|Discovery=-0.0007199752718716903;LayerA=-0.0001913012570717147
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	C5_STABLE_UP|Discovery=0.002958445186227602;LayerA=-0.0015937083781634872
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	C5_STABLE_UP|Discovery=0.0016677672812804463;LayerA=0.0011071167989756118
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	C5_STABLE_UP|Discovery=-0.005216131175454742;LayerA=-0.0008222154738981781
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	C5_DOWN|Discovery=0.00912417806153043;LayerA=0.000969105260604175
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	C5_DOWN|Discovery=-0.0026715703147754135;LayerA=-0.0009303240559137157
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	C5_DOWN|Discovery=-0.0071613621580255875;LayerA=-0.0039543008737567605
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	C5_DOWN|Discovery=-0.008669022949680827;LayerA=0.0008240503178756101
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	C5_DOWN|Discovery=0.007245295027834875;LayerA=0.0029976992917702242
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	C5_STABLE_DOWN|Discovery=0.009999595522087339;LayerA=0.0011298250269869635
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	C5_STABLE_DOWN|Discovery=-0.0021282518767903034;LayerA=-0.0007186506535103897
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	C5_STABLE_DOWN|Discovery=-0.007625110945161421;LayerA=-0.003244310108365476
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	C5_STABLE_DOWN|Discovery=-0.010263328266816026;LayerA=-0.000872997126614352
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	C5_STABLE_DOWN|Discovery=0.007271629503130372;LayerA=0.0037267159045761733
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	M_HSF1_heat_shock|Discovery=0.009701112308572747;LayerA=-0.00023000584474441865
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	M_HSF1_heat_shock|Discovery=-0.0049275074636419116;LayerA=0.0034798499514373023
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	M_HSF1_heat_shock|Discovery=-0.003343806571974426;LayerA=0.002932417636818124
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	M_HSF1_heat_shock|Discovery=0.0006767792869142766;LayerA=0.0144877795938491
Fig4	B	mean patient-level AUC delta	C2_ss2_state_tests_unified.tsv / C2_couturier_layerA_state_tests_all.tsv	M_HSF1_heat_shock|Discovery=-0.0024119824019445736;LayerA=-0.009865534642265432
