signature	sig_type	direction	ensg	symbol	det_SS2	det_10X	det_Couturier
C4_DOWN	C4 R-sig	down	ENSG00000144711	IQSEC1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000144744	UBA3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000144746	ARL6IP5	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000144749	LRIG1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000144791	LIMD1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000144810	COL8A1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000144815	NXPE3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000144824	PHLDB2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000144827	ABHD10	1	1	1
C4_UP	C4 R-sig	up	ENSG00000144895	EIF2A	1	1	1
C4_UP	C4 R-sig	up	ENSG00000145022	TCTA	1	1	1
C4_UP	C4 R-sig	up	ENSG00000145050	MANF	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000145191	EIF2B5	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000145216	FIP1L1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000145246	ATP10D	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000145293	ENOPH1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000145335	SNCA	1	1	1
C4_UP	C4 R-sig	up	ENSG00000145354	CISD2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000145362	ANK2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000145390	USP53	1	1	1
C4_UP	C4 R-sig	up	ENSG00000145391	SETD7	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000145425	RPS3A	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000145491	ROPN1L	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000145494	NDUFS6	1	1	1
C4_UP	C4 R-sig	up	ENSG00000145495	MARCHF6	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000145555	MYO10	1	1	1
C4_UP	C4 R-sig	up	ENSG00000145632	PLK2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000145687	SSBP2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000145725	PPIP5K2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000145740	SLC30A5	1	1	1
C4_UP	C4 R-sig	up	ENSG00000145741	BTF3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000145780	FEM1C	1	1	1
C4_UP	C4 R-sig	up	ENSG00000145782	ATG12	1	1	1
C4_UP	C4 R-sig	up	ENSG00000145794	MEGF10	1	1	1
C4_UP	C4 R-sig	up	ENSG00000145817	YIPF5	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000145819	ARHGAP26	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000145833	DDX46	1	1	1
C4_UP	C4 R-sig	up	ENSG00000145860	RNF145	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000145901	TNIP1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000145912	NHP2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000145919	BOD1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000145934	TENM2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000145945	FAM50B	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000146007	ZMAT2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000146066	HIGD2A	1	1	1
C4_UP	C4 R-sig	up	ENSG00000146072	TNFRSF21	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000146197	SCUBE3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000146232	NFKBIE	1	1	1
C4_UP	C4 R-sig	up	ENSG00000146242	TPBG	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000146247	PHIP	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000146263	MMS22L	1	1	1
C4_UP	C4 R-sig	up	ENSG00000146350	TBC1D32	0	1	1
C4_UP	C4 R-sig	up	ENSG00000146374	RSPO3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000146386	ABRACL	1	1	1
C4_UP	C4 R-sig	up	ENSG00000146433	TMEM181	1	1	1
C4_UP	C4 R-sig	up	ENSG00000146476	DCPH1	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000146540	CHLSN	0	0	0
C4_UP	C4 R-sig	up	ENSG00000146587	RBAK	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000146648	EGFR	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000146674	IGFBP3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000146676	PURB	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000146729	NIPSNAP2	0	0	0
C4_UP	C4 R-sig	up	ENSG00000146731	CCT6A	1	1	1
C4_UP	C4 R-sig	up	ENSG00000146757	ZNF92	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000146830	GIGYF1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000146834	MEPCE	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000146909	NOM1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000146918	NCAPG2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000146950	SHROOM2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000146963	LUC7L2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000147010	SH3KBP1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000147050	KDM6A	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000147065	MSN	1	1	1
C4_UP	C4 R-sig	up	ENSG00000147100	SLC16A2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000147130	ZMYM3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000147133	TAF1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000147140	NONO	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000147274	RBMX	1	1	1
C4_UP	C4 R-sig	up	ENSG00000147383	NSDHL	1	1	1
C4_UP	C4 R-sig	up	ENSG00000147403	RPL10	1	1	1
C4_UP	C4 R-sig	up	ENSG00000147416	ATP6V1B2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000147419	CCDC25	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000147459	DOCK5	1	1	1
C4_UP	C4 R-sig	up	ENSG00000147471	PLPBP	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000147475	ERLIN2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000147535	PLPP5	0	0	1
C4_UP	C4 R-sig	up	ENSG00000147614	ATP6V0D2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000147649	MTDH	1	1	1
C4_UP	C4 R-sig	up	ENSG00000147650	LRP12	1	1	1
C4_UP	C4 R-sig	up	ENSG00000147669	POLR2K	1	1	1
C4_UP	C4 R-sig	up	ENSG00000147679	UTP23	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000147684	NDUFB9	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000147852	VLDLR	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000147905	ZCCHC7	1	1	1
C4_UP	C4 R-sig	up	ENSG00000147996	ZNG1E	0	0	0
C4_UP	C4 R-sig	up	ENSG00000148019	CEP78	1	1	1
C4_UP	C4 R-sig	up	ENSG00000148082	SHC3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000148143	ZNF462	1	1	1
C4_UP	C4 R-sig	up	ENSG00000148154	UGCG	1	1	1
C4_UP	C4 R-sig	up	ENSG00000148158	SNX30	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000148180	GSN	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000148218	ALAD	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000148296	SURF6	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000148300	REXO4	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000148303	RPL7A	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000148308	GTF3C5	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000148334	PTGES2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000148335	NTMT1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000148337	CIZ1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000148339	SLC25A25	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000148356	LRSAM1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000148411	NACC2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000148468	FAM171A1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000148572	NRBF2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000148634	HERC4	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000148672	GLUD1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000148688	RPP30	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000148690	FRA10AC1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000148730	EIF4EBP2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000148737	TCF7L2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000148773	MKI67	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000148803	FUOM	1	1	1
C4_UP	C4 R-sig	up	ENSG00000148840	PPRC1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000148841	ITPRIP	1	1	1
C4_UP	C4 R-sig	up	ENSG00000148842	CNNM2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000148843	PDCD11	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000148848	ADAM12	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000148926	ADM	1	1	1
C4_UP	C4 R-sig	up	ENSG00000149084	HSD17B12	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149090	PAMR1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149091	DGKZ	1	1	1
C4_UP	C4 R-sig	up	ENSG00000149100	EIF3M	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149115	TNKS1BP1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149136	SSRP1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149177	PTPRJ	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149179	CSTPP1	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000149182	ARFGAP2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000149187	CELF1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000149231	CCDC82	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149256	TENM4	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149257	SERPINH1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149260	CAPN5	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149273	RPS3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000149289	ZC3H12C	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149294	NCAM1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000149357	LAMTOR1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149428	HYOU1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000149483	TMEM138	1	1	1
C4_UP	C4 R-sig	up	ENSG00000149485	FADS1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149499	EML3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149503	INCENP	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149506	ZP1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000149532	CPSF7	1	1	1
C4_UP	C4 R-sig	up	ENSG00000149600	COMMD7	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149633	KIAA1755	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149636	DSN1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149639	MTCL2	0	0	0
C4_UP	C4 R-sig	up	ENSG00000149658	YTHDF1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149781	FERMT3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149782	PLCB3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000149792	MRPL49	1	1	1
C4_UP	C4 R-sig	up	ENSG00000149798	CDC42EP2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000149806	FAU	1	1	1
C4_UP	C4 R-sig	up	ENSG00000149809	TM7SF2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149823	VPS51	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149923	PPP4C	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149925	ALDOA	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000149929	HIRIP3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000149948	HMGA2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000150093	ITGB1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000150347	ARID5B	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000150403	SLC9D1	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000150477	KIAA1328	1	1	1
C4_UP	C4 R-sig	up	ENSG00000150527	MIA2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000150551	LYPD1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000150593	PDCD4	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000150636	CCDC102B	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000150672	DLG2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000150753	CCT5	1	1	1
C4_UP	C4 R-sig	up	ENSG00000150756	ATPSCKMT	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000150760	DOCK1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000150764	DIXDC1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000150768	DLAT	1	1	1
C4_UP	C4 R-sig	up	ENSG00000150867	PIP4K2A	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000150938	CRIM1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000150961	SEC24D	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000150990	DHX37	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000150995	ITPR1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000151014	NOCT	0	0	1
C4_DOWN	C4 R-sig	down	ENSG00000151067	CACNA1C	1	1	1
C4_UP	C4 R-sig	up	ENSG00000151092	NGLY1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000151135	TMEM263	0	0	1
C4_DOWN	C4 R-sig	down	ENSG00000151150	ANK3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000151208	DLG5	1	1	1
C4_UP	C4 R-sig	up	ENSG00000151239	TWF1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000151240	DIP2C	1	1	1
C4_UP	C4 R-sig	up	ENSG00000151247	EIF4E	1	1	1
C4_UP	C4 R-sig	up	ENSG00000151287	TEX30	1	1	1
C4_UP	C4 R-sig	up	ENSG00000151292	CSNK1G3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000151304	SRFBP1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000151320	AKAP6	1	1	1
C4_UP	C4 R-sig	up	ENSG00000151414	NEK7	1	1	1
C4_UP	C4 R-sig	up	ENSG00000151458	ANKRD50	1	1	1
C4_UP	C4 R-sig	up	ENSG00000151491	EPS8	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000151502	VPS26B	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000151503	NCAPD3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000151532	VTI1A	1	1	1
C4_UP	C4 R-sig	up	ENSG00000151575	TEX9	1	1	1
C4_UP	C4 R-sig	up	ENSG00000151576	QTRT2	0	0	0
C4_UP	C4 R-sig	up	ENSG00000151617	EDNRA	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000151632	AKR1C2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000151640	DPYSL4	1	1	1
C4_UP	C4 R-sig	up	ENSG00000151690	MFSD6	1	1	1
C4_UP	C4 R-sig	up	ENSG00000151692	RNF144A	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000151693	ASAP2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000151725	CENPU	0	1	1
C4_DOWN	C4 R-sig	down	ENSG00000151746	BICD1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000151748	SAV1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000151779	NBAS	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000151789	ZNF385D	1	1	1
C4_UP	C4 R-sig	up	ENSG00000151806	GUF1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000151876	FBXO4	1	1	1
C4_UP	C4 R-sig	up	ENSG00000151893	CACUL1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000151923	TIAL1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000151929	BAG3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000152102	FAM168B	1	1	1
C4_UP	C4 R-sig	up	ENSG00000152104	PTPN14	1	1	1
C4_UP	C4 R-sig	up	ENSG00000152137	HSPB8	1	1	1
C4_UP	C4 R-sig	up	ENSG00000152193	OBI1	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000152208	GRID2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000152219	ARL14EP	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000152234	ATP5F1A	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000152256	PDK1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000152291	TGOLN2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000152332	UHMK1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000152409	JMY	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000152439	ZNF773	1	1	1
C4_UP	C4 R-sig	up	ENSG00000152464	RPP38	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000152465	NMT2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000152484	USP12	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000152492	CCDC50	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000152556	PFKM	1	1	1
C4_UP	C4 R-sig	up	ENSG00000152558	TMEM123	1	1	1
C4_UP	C4 R-sig	up	ENSG00000152601	MBNL1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000152642	GPD1L	1	1	1
C4_UP	C4 R-sig	up	ENSG00000152683	SLC30A6	1	1	1
C4_UP	C4 R-sig	up	ENSG00000152700	SAR1B	1	1	1
C4_UP	C4 R-sig	up	ENSG00000152749	GPR180	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000152767	FARP1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000152778	IFIT5	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000152795	HNRNPDL	0	1	1
C4_DOWN	C4 R-sig	down	ENSG00000152818	UTRN	1	1	1
C4_UP	C4 R-sig	up	ENSG00000152894	PTPRK	1	1	1
C4_UP	C4 R-sig	up	ENSG00000152942	RAD17	1	1	1
C4_UP	C4 R-sig	up	ENSG00000152944	MED21	1	1	1
C4_UP	C4 R-sig	up	ENSG00000152990	ADGRA3	0	0	1
C4_DOWN	C4 R-sig	down	ENSG00000153015	CWC27	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000153044	CENPH	1	1	1
C4_UP	C4 R-sig	up	ENSG00000153066	TXNDC11	1	1	1
C4_UP	C4 R-sig	up	ENSG00000153094	BCL2L11	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000153113	CAST	1	1	1
C4_UP	C4 R-sig	up	ENSG00000153130	SCOC	1	1	1
C4_UP	C4 R-sig	up	ENSG00000153147	SMARCA5	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000153187	HNRNPU	1	1	1
C4_UP	C4 R-sig	up	ENSG00000153201	RANBP2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000153207	AHCTF1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000153214	TMEM87B	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000153233	PTPRR	1	1	1
C4_UP	C4 R-sig	up	ENSG00000153234	NR4A2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000153250	RBMS1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000153294	ADGRF4	0	0	1
C4_UP	C4 R-sig	up	ENSG00000153339	TRAPPC8	1	1	1
C4_UP	C4 R-sig	up	ENSG00000153560	UBP1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000153561	RMND5A	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000153774	CFDP1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000153815	CMIP	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000153832	FBXO36	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000153879	CEBPG	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000153904	DDAH1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000153930	ANKFN1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000153936	HS2ST1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000153975	ZUP1	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000153976	HS3ST3A1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000153989	NUS1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000154001	PPP2R5E	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000154059	IMPACT	1	1	1
C4_UP	C4 R-sig	up	ENSG00000154114	TBCEL	1	1	1
C4_UP	C4 R-sig	up	ENSG00000154124	OTULIN	0	0	1
C4_UP	C4 R-sig	up	ENSG00000154127	UBASH3B	1	1	1
C4_UP	C4 R-sig	up	ENSG00000154146	NRGN	1	1	1
C4_UP	C4 R-sig	up	ENSG00000154174	TOMM70	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000154222	CC2D1B	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000154229	PRKCA	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000154240	CEP112	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000154305	MIA3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000154380	ENAH	1	1	1
C4_UP	C4 R-sig	up	ENSG00000154447	SH3RF1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000154582	ELOC	0	0	0
C4_UP	C4 R-sig	up	ENSG00000154589	LY96	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000154646	TMPRSS15	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000154654	NCAM2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000154723	ATP5PF	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000154734	ADAMTS1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000154760	SLFN13	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000154767	XPC	1	1	1
C4_UP	C4 R-sig	up	ENSG00000154803	FLCN	1	1	1
C4_UP	C4 R-sig	up	ENSG00000154813	DPH3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000154822	PLCL2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000154845	PPP4R1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000154957	ZNF18	1	1	1
C4_UP	C4 R-sig	up	ENSG00000155034	FBXL18	1	1	1
C4_UP	C4 R-sig	up	ENSG00000155096	AZIN1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000155097	ATP6V1C1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000155099	PIP4P2	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000155229	MMS19	1	1	1
C4_UP	C4 R-sig	up	ENSG00000155252	PI4K2A	1	1	1
C4_UP	C4 R-sig	up	ENSG00000155304	HSPA13	1	1	1
C4_UP	C4 R-sig	up	ENSG00000155329	ZCCHC10	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000155363	MOV10	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000155366	RHOC	1	1	1
C4_UP	C4 R-sig	up	ENSG00000155368	DBI	1	1	1
C4_UP	C4 R-sig	up	ENSG00000155438	NIFK	0	1	1
C4_UP	C4 R-sig	up	ENSG00000155545	MIER3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000155561	NUP205	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000155660	PDIA4	1	1	1
C4_UP	C4 R-sig	up	ENSG00000155744	HYCC2	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000155827	RNF20	1	1	1
C4_UP	C4 R-sig	up	ENSG00000155850	SLC26A2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000155868	MED7	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000155893	PXYLP1	0	0	1
C4_DOWN	C4 R-sig	down	ENSG00000155897	ADCY8	1	1	1
C4_UP	C4 R-sig	up	ENSG00000155906	RMND1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000155966	AFF2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000155975	VPS37A	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000156011	PSD3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000156026	MCU	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000156030	MIDEAS	0	0	0
C4_UP	C4 R-sig	up	ENSG00000156052	GNAQ	1	1	1
C4_UP	C4 R-sig	up	ENSG00000156103	MMP16	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000156110	ADK	1	1	1
C4_UP	C4 R-sig	up	ENSG00000156140	ADAMTS3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000156162	DPY19L4	1	1	1
C4_UP	C4 R-sig	up	ENSG00000156171	DRAM2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000156253	RWDD2B	1	1	1
C4_UP	C4 R-sig	up	ENSG00000156261	CCT8	1	1	1
C4_UP	C4 R-sig	up	ENSG00000156273	BACH1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000156398	SFXN2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000156411	ATP5MJ	0	0	0
C4_UP	C4 R-sig	up	ENSG00000156471	PTDSS1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000156482	RPL30	1	1	1
C4_UP	C4 R-sig	up	ENSG00000156502	SUPV3L1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000156504	PABIR2	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000156510	HKDC1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000156515	HK1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000156599	ZDHHC5	1	1	1
C4_UP	C4 R-sig	up	ENSG00000156642	NPTN	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000156650	KAT6B	1	1	1
C4_UP	C4 R-sig	up	ENSG00000156671	SAMD8	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000156709	AIFM1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000156735	BAG4	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000156802	ATAD2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000156804	FBXO32	1	1	1
C4_UP	C4 R-sig	up	ENSG00000156858	PRR14	1	1	1
C4_UP	C4 R-sig	up	ENSG00000156860	FBRS	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000156873	PHKG2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000156875	SLC71A1	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000156958	GALK2	1	1	1
