signature	sig_type	direction	ensg	symbol	det_SS2	det_10X	det_Couturier
C4_UP	C4 R-sig	up	ENSG00000070756	PABPC1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000070785	EIF2B3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000070814	TCOF1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000070831	CDC42	1	1	1
C4_UP	C4 R-sig	up	ENSG00000070961	ATP2B1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000071051	NCK2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000071054	MAP4K4	1	1	1
C4_UP	C4 R-sig	up	ENSG00000071082	RPL31	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000071127	WDR1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000071242	RPS6KA2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000071462	BUD23	0	0	0
C4_UP	C4 R-sig	up	ENSG00000071553	ATP6AP1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000071564	TCF3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000071626	DAZAP1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000071794	HLTF	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000071859	FAM50A	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000071889	FAM3A	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000071894	CPSF1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000071967	CYBRD1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000071994	PDCD2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000072041	SLC6A15	1	1	1
C4_UP	C4 R-sig	up	ENSG00000072042	RDH11	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000072071	ADGRL1	0	0	1
C4_DOWN	C4 R-sig	down	ENSG00000072110	ACTN1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000072134	EPN2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000072135	PTPN18	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000072195	SPEG	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000072310	SREBF1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000072364	AFF4	1	1	1
C4_UP	C4 R-sig	up	ENSG00000072401	UBE2D1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000072501	SMC1A	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000072682	P4HA2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000072736	NFATC3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000072778	ACADVL	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000072786	STK10	1	1	1
C4_UP	C4 R-sig	up	ENSG00000072803	FBXW11	1	1	1
C4_UP	C4 R-sig	up	ENSG00000072849	DERL2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000072864	NDE1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000072958	AP1M1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000073050	XRCC1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000073111	MCM2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000073464	CLCN4	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000073578	SDHA	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000073584	SMARCE1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000073792	IGF2BP2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000073921	PICALM	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000074047	GLI2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000074071	MRPS34	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000074181	NOTCH3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000074410	CA12	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000074621	SLC24A1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000074695	LMAN1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000074800	ENO1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000074842	MYDGF	0	0	1
C4_DOWN	C4 R-sig	down	ENSG00000074855	ANO8	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000074964	ARHGEF10L	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000075151	EIF4G3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000075213	SEMA3A	1	1	1
C4_UP	C4 R-sig	up	ENSG00000075218	GTSE1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000075234	TTC38	1	1	1
C4_UP	C4 R-sig	up	ENSG00000075292	ZNF638	1	1	1
C4_UP	C4 R-sig	up	ENSG00000075391	RASAL2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000075407	ZNF37A	1	1	1
C4_UP	C4 R-sig	up	ENSG00000075415	SLC25A3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000075420	FNDC3B	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000075426	FOSL2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000075568	TMEM131	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000075618	FSCN1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000075624	ACTB	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000075702	WDR62	1	1	1
C4_UP	C4 R-sig	up	ENSG00000075711	DLG1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000075785	RAB7A	1	1	1
C4_UP	C4 R-sig	up	ENSG00000075790	BCAP29	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000075856	SART3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000075975	MKRN2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000076003	MCM6	1	1	1
C4_UP	C4 R-sig	up	ENSG00000076053	RBM7	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000076248	UNG	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000076382	SPAG5	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000076513	ANKRD13A	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000076555	ACACB	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000076662	ICAM3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000076706	MCAM	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000076770	MBNL3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000076924	XAB2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000076928	ARHGEF1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000077044	DGKD	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000077092	RARB	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000077097	TOP2B	1	1	1
C4_UP	C4 R-sig	up	ENSG00000077147	TM9SF3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000077232	DNAJC10	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000077235	GTF3C1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000077254	USP33	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000077380	DYNC1I2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000077514	POLD3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000077549	CAPZB	1	1	1
C4_UP	C4 R-sig	up	ENSG00000077585	GPR137B	1	1	1
C4_UP	C4 R-sig	up	ENSG00000077721	UBE2A	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000077782	FGFR1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000078098	FAP	1	1	1
C4_UP	C4 R-sig	up	ENSG00000078140	UBE2K	1	1	1
C4_UP	C4 R-sig	up	ENSG00000078237	TIGAR	0	0	1
C4_UP	C4 R-sig	up	ENSG00000078304	PPP2R5C	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000078369	GNB1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000078618	NRDC	0	0	1
C4_UP	C4 R-sig	up	ENSG00000078747	ITCH	1	1	1
C4_UP	C4 R-sig	up	ENSG00000078804	TP53INP2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000078808	SDF4	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000078900	TP73	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000079308	TNS1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000079313	REXO1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000079332	SAR1A	1	1	1
C4_UP	C4 R-sig	up	ENSG00000079387	SENP1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000079459	FDFT1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000079462	PAFAH1B3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000079616	KIF22	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000079739	PGM1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000079805	DNM2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000079819	EPB41L2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000079931	MOXD1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000079999	KEAP1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000080031	PTPRH	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000080493	SLC4A4	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000080503	SMARCA2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000080802	CNOT4	1	1	1
C4_UP	C4 R-sig	up	ENSG00000080815	PSEN1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000080819	CPOX	1	1	1
C4_UP	C4 R-sig	up	ENSG00000080822	CLDND1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000080823	MOK	1	1	1
C4_UP	C4 R-sig	up	ENSG00000080824	HSP90AA1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000080986	NDC80	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000081026	MAGI3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000081087	OSTM1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000081181	ARG2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000081189	MEF2C	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000081307	UBA5	1	1	1
C4_UP	C4 R-sig	up	ENSG00000081320	STK17B	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000081760	AACS	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000082014	SMARCD3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000082212	ME2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000082213	C5orf22	1	1	1
C4_UP	C4 R-sig	up	ENSG00000082258	CCNT2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000082438	COBLL1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000082641	NFE2L1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000082701	GSK3B	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000082805	ERC1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000082898	XPO1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000082996	RNF13	1	1	1
C4_UP	C4 R-sig	up	ENSG00000083093	PALB2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000083099	LYRM2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000083168	KAT6A	1	1	1
C4_UP	C4 R-sig	up	ENSG00000083312	TNPO1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000083444	PLOD1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000083520	DIS3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000083817	ZNF416	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000083845	RPS5	1	1	1
C4_UP	C4 R-sig	up	ENSG00000083857	FAT1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000083937	CHMP2B	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000084070	SMAP2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000084073	ZMPSTE24	1	1	1
C4_UP	C4 R-sig	up	ENSG00000084092	NOA1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000084093	REST	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000084234	APLP2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000084636	COL16A1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000084676	NCOA1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000084710	EFR3B	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000084731	KIF3C	1	1	1
C4_UP	C4 R-sig	up	ENSG00000084733	RAB10	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000084754	HADHA	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000084774	CAD	1	1	1
C4_UP	C4 R-sig	up	ENSG00000085063	CD59	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000085224	ATRX	1	1	1
C4_UP	C4 R-sig	up	ENSG00000085365	SCAMP1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000085377	PREP	1	1	1
C4_UP	C4 R-sig	up	ENSG00000085433	WDR47	1	1	1
C4_UP	C4 R-sig	up	ENSG00000085719	CPNE3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000085721	RRN3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000085733	CTTN	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000085788	DDHD2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000085998	POMGNT1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000085999	RAD54L	1	1	1
C4_UP	C4 R-sig	up	ENSG00000086061	DNAJA1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000086102	NFX1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000086475	SEPHS1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000086504	MRPL28	1	1	1
C4_UP	C4 R-sig	up	ENSG00000086589	RBM22	1	1	1
C4_UP	C4 R-sig	up	ENSG00000086598	TMED2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000086666	ZFAND6	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000086758	HUWE1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000087008	ACOX3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000087086	FTL	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000087087	SRRT	1	1	1
C4_UP	C4 R-sig	up	ENSG00000087088	BAX	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000087111	PIGS	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000087191	PSMC5	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000087245	MMP2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000087266	SH3BP2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000087269	NOP14	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000087274	ADD1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000087302	RTRAF	0	0	0
C4_UP	C4 R-sig	up	ENSG00000087303	NID2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000087365	SF3B2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000087460	GNAS	1	1	1
C4_UP	C4 R-sig	up	ENSG00000087502	ERGIC2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000087586	AURKA	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000087842	PIR	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000087903	RFX2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000088035	ALG6	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000088038	CNOT3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000088256	GNA11	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000088280	ASAP3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000088325	TPX2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000088356	PDRG1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000088448	ANKRD10	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000088538	DOCK3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000088766	CRLS1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000088808	PPP1R13B	1	1	1
C4_UP	C4 R-sig	up	ENSG00000088832	FKBP1A	1	1	1
C4_UP	C4 R-sig	up	ENSG00000088888	MAVS	1	1	1
C4_UP	C4 R-sig	up	ENSG00000088986	DYNLL1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000089053	ANAPC5	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000089094	KDM2B	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000089154	GCN1	0	0	1
C4_DOWN	C4 R-sig	down	ENSG00000089177	KIF16B	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000089248	ERP29	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000089280	FUS	1	1	1
C4_UP	C4 R-sig	up	ENSG00000089327	FXYD5	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000089597	GANAB	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000089685	BIRC5	1	1	1
C4_UP	C4 R-sig	up	ENSG00000089723	OTUB2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000089737	DDX24	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000089847	ANKRD24	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000090006	LTBP4	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000090013	BLVRB	1	1	1
C4_UP	C4 R-sig	up	ENSG00000090054	SPTLC1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000090060	PAPOLA	1	1	1
C4_UP	C4 R-sig	up	ENSG00000090061	CCNK	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000090097	PCBP4	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000090273	NUDC	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000090316	MAEA	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000090339	ICAM1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000090372	STRN4	1	1	1
C4_UP	C4 R-sig	up	ENSG00000090432	MUL1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000090447	TFAP4	1	1	1
C4_UP	C4 R-sig	up	ENSG00000090487	SPG21	1	1	1
C4_UP	C4 R-sig	up	ENSG00000090612	ZNF268	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000090615	GOLGA3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000090621	PABPC4	1	1	1
C4_UP	C4 R-sig	up	ENSG00000090674	MCOLN1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000090686	USP48	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000090861	AARS1	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000090863	GLG1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000090889	KIF4A	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000090975	PITPNM2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000090989	EXOC1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000091009	RBM27	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000091127	PUS7	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000091136	LAMB1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000091164	TXNL1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000091317	CMTM6	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000091436	MAP3K20	0	0	0
C4_UP	C4 R-sig	up	ENSG00000091527	CDV3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000091542	ALKBH5	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000091640	SPAG7	1	1	1
C4_UP	C4 R-sig	up	ENSG00000091656	ZFHX4	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000091879	ANGPT2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000091947	TMEM101	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000091986	CCDC80	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000092010	PSME1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000092068	SLC7A8	1	1	1
C4_UP	C4 R-sig	up	ENSG00000092140	G2E3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000092201	SUPT16H	1	1	1
C4_UP	C4 R-sig	up	ENSG00000092439	TRPM7	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000092445	TYRO3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000092470	WDR76	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000092621	PHGDH	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000092820	EZR	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000092841	MYL6	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000092847	AGO1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000092853	CLSPN	1	1	1
C4_UP	C4 R-sig	up	ENSG00000092964	DPYSL2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000092969	TGFB2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000093000	NUP50	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000093009	CDC45	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000093010	COMT	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000093167	LRRFIP2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000094804	CDC6	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000094916	CBX5	1	1	1
C4_UP	C4 R-sig	up	ENSG00000094975	SUCO	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000095002	MSH2	1	1	1
C4_UP	C4 R-sig	up	ENSG00000095139	ARCN1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000095209	TMEM38B	1	1	1
C4_UP	C4 R-sig	up	ENSG00000095261	PSMD5	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000095321	CRAT	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000095370	SH2D3C	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000095380	NANS	1	1	1
C4_UP	C4 R-sig	up	ENSG00000095564	BTAF1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000095574	IKZF5	1	1	1
C4_UP	C4 R-sig	up	ENSG00000095739	BAMBI	1	1	1
C4_UP	C4 R-sig	up	ENSG00000095752	IL11	1	1	1
C4_UP	C4 R-sig	up	ENSG00000095787	WAC	1	1	1
C4_UP	C4 R-sig	up	ENSG00000095794	CREM	1	1	1
C4_UP	C4 R-sig	up	ENSG00000095951	HIVEP1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000096060	FKBP5	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000096063	SRPK1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000096384	HSP90AB1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000096401	CDC5L	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000096433	ITPR3	1	1	1
C4_UP	C4 R-sig	up	ENSG00000096717	SIRT1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000096746	HNRNPH3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000097007	ABL1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000097033	SH3GLB1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000099194	SCD	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000099203	TMED1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000099256	PRTFDC1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000099260	PALMD	1	1	1
C4_UP	C4 R-sig	up	ENSG00000099290	WASHC2A	0	0	0
C4_DOWN	C4 R-sig	down	ENSG00000099330	OCEL1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000099331	MYO9B	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000099341	PSMD8	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000099385	BCL7C	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000099783	HNRNPM	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000099795	NDUFB7	1	1	1
C4_UP	C4 R-sig	up	ENSG00000099797	TECR	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000099800	TIMM13	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000099804	CDC34	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000099814	CEP170B	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000099817	POLR2E	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000099821	POLRMT	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000099822	HCN2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000099901	RANBP1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000099917	MED15	1	1	1
C4_UP	C4 R-sig	up	ENSG00000099942	CRKL	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000099949	LZTR1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000099953	MMP11	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000099956	SMARCB1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000099991	CABIN1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000099994	SUSD2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000099995	SF3A1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000100028	SNRPD3	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000100029	PES1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000100030	MAPK1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000100034	PPM1F	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000100055	CYTH4	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000100065	CARD10	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000100075	SLC25A1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000100084	HIRA	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000100097	LGALS1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000100101		0	0	0
C4_UP	C4 R-sig	up	ENSG00000100104	SRRD	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000100106	TRIOBP	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000100109	TFIP11	1	1	1
C4_UP	C4 R-sig	up	ENSG00000100129	EIF3L	1	1	1
C4_UP	C4 R-sig	up	ENSG00000100138	SNU13	0	0	1
C4_DOWN	C4 R-sig	down	ENSG00000100139	MICALL1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000100201	DDX17	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000100207	TCF20	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000100211	CBY1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000100216	TOMM22	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000100219	XBP1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000100220	RTCB	0	1	1
C4_UP	C4 R-sig	up	ENSG00000100221	JOSD1	1	1	1
C4_UP	C4 R-sig	up	ENSG00000100225	FBXO7	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000100226	GTPBP1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000100239	PPP6R2	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000100241	SBF1	1	1	1
C4_DOWN	C4 R-sig	down	ENSG00000100242	SUN2	1	1	1
